TIME,N2O,DO,Q_in,T
2016-01-02 13:15:00,0.30725915,2.126666667,10.46666667,12.7
2016-01-02 13:30:00,0.296151426,2.2,14.875,12.69375
2016-01-02 13:45:00,0.268704643,2.32,14.06666667,12.7
2016-01-02 14:00:00,0.234744347,2.135714286,12.85714286,12.7
2016-01-02 14:15:00,0.234378315,1.8,12.73333333,12.7
2016-01-02 14:30:00,0.242695538,2.0,14.4,12.7
2016-01-02 14:45:00,0.239020712,2.1,13.73333333,12.7
2016-01-02 15:00:00,0.237671648,1.95625,11.8125,12.7
2016-01-02 15:15:00,0.227816199,2.12,13.06666667,12.7
2016-01-02 15:30:00,0.227214619,1.914285714,12.0,12.7
2016-01-02 15:45:00,0.224750179,2.046666667,12.0,12.7
2016-01-02 16:00:00,0.222238491,1.993333333,12.6,12.7
2016-01-02 16:15:00,0.2185914,2.12,12.86666667,12.7
2016-01-02 16:30:00,0.207291636,1.94375,13.875,12.7
2016-01-02 16:45:00,0.214941268,1.9,13.8,12.7
2016-01-02 17:00:00,0.21496586,2.185714286,16.78571429,12.7
2016-01-02 17:15:00,0.209984879,1.973333333,27.33333333,12.7
2016-01-02 17:30:00,0.223575429,1.7,36.0,12.7
2016-01-02 17:45:00,0.268175033,1.58,43.53333333,12.7
2016-01-02 18:00:00,0.30495154,1.7875,31.0,12.7
2016-01-02 18:15:00,0.332358972,1.933333333,30.26666667,12.7
2016-01-02 18:30:00,0.34250818,1.978571429,26.07142857,12.7
2016-01-02 18:45:00,0.345554114,2.093333333,26.73333333,12.7
2016-01-02 19:00:00,0.347673169,2.02,28.2,12.7
2016-01-02 19:15:00,0.349893898,2.08,61.2,12.7
2016-01-02 19:30:00,0.349954362,1.75625,60.0,12.7
2016-01-02 19:45:00,0.384791401,1.933333333,59.13333333,12.67333333
2016-01-02 20:00:00,0.414407295,1.892857143,48.92857143,12.65
2016-01-02 20:15:00,0.429063362,1.946666667,60.0,12.62666667
2016-01-02 20:30:00,0.43174962,2.033333333,69.66666667,12.62666667
2016-01-02 20:45:00,0.44203808,1.866666667,73.66666667,12.68
2016-01-02 21:00:00,0.4763174,1.91875,76.375,12.7
2016-01-02 21:15:00,0.505256106,1.92,69.33333333,12.69333333
2016-01-02 21:30:00,0.503651807,2.014285714,52.5,12.6
2016-01-02 21:45:00,0.499112099,1.96,58.13333333,12.6
2016-01-02 22:00:00,0.493743134,2.033333333,76.6,12.6
2016-01-02 22:15:00,0.488770022,2.066666667,71.0,12.6
2016-01-02 22:30:00,0.473185835,1.94375,55.375,12.55625
2016-01-02 22:45:00,0.474772436,1.98,78.13333333,12.5
2016-01-02 23:00:00,0.46800618,2.092857143,66.92857143,12.48571429
2016-01-02 23:15:00,0.455842171,2.126666667,73.26666667,12.4
2016-01-02 23:30:00,0.442102593,2.066666667,67.46666667,12.33333333
2016-01-02 23:45:00,0.432426073,2.066666667,64.0,12.3
2016-01-03 00:00:00,0.421476501,2.15,63.6875,12.20625
2016-01-03 00:15:00,0.405369095,2.033333333,58.86666667,12.2
2016-01-03 00:30:00,0.397726213,2.028571429,54.71428571,12.11428571
2016-01-03 00:45:00,0.394085674,2.033333333,54.73333333,12.04
2016-01-03 01:00:00,0.38845374,2.093333333,51.86666667,11.96666667
2016-01-03 01:15:00,0.364012683,2.173333333,75.4,11.89333333
2016-01-03 01:30:00,0.34228151,2.08125,72.5,11.78125
2016-01-03 01:45:00,0.303484998,2.313333333,68.06666667,11.68
2016-01-03 02:00:00,0.261237625,2.25,67.35714286,11.57142857
2016-01-03 02:15:00,0.209024138,2.34,71.93333333,11.5
2016-01-03 02:30:00,0.176835381,1.926666667,70.06666667,11.42666667
2016-01-03 02:45:00,0.169909036,1.806666667,70.73333333,11.36666667
2016-01-03 03:00:00,0.167351408,1.83125,75.875,11.1875
2016-01-03 03:15:00,0.169985369,1.866666667,71.66666667,11.1
2016-01-03 03:30:00,0.165215866,2.178571429,72.14285714,11.02142857
2016-01-03 03:45:00,0.142101724,2.26,63.53333333,10.92666667
2016-01-03 04:00:00,0.136710775,1.78,65.46666667,10.83333333
2016-01-03 04:15:00,0.143925891,1.78,58.6,10.74666667
2016-01-03 04:30:00,0.135029025,2.3375,54.25,10.7
2016-01-03 04:45:00,0.105382012,2.446666667,44.26666667,10.7
2016-01-03 05:00:00,0.085886846,1.942857143,42.42857143,10.62142857
2016-01-03 05:15:00,0.090499832,1.733333333,38.73333333,10.6
2016-01-03 05:30:00,0.090139244,2.333333333,58.86666667,10.53333333
2016-01-03 05:45:00,0.066368533,2.24,38.26666667,10.5
2016-01-03 06:00:00,0.064666756,1.8375,60.5625,10.45625
2016-01-03 06:15:00,0.063768157,1.713333333,62.33333333,10.4
2016-01-03 06:30:00,0.075739155,1.785714286,58.42857143,10.4
2016-01-03 06:45:00,0.072312961,2.393333333,36.06666667,10.34666667
2016-01-03 07:00:00,0.052572097,2.4,43.0,10.3
2016-01-03 07:15:00,0.049128867,2.08,45.13333333,10.3
2016-01-03 07:30:00,0.047789408,1.75625,40.5,10.275
2016-01-03 07:45:00,0.051890065,1.673333333,55.86666667,10.2
2016-01-03 08:00:00,0.062585702,1.964285714,54.42857143,10.2
2016-01-03 08:15:00,0.056126165,2.413333333,56.93333333,10.18666667
2016-01-03 08:30:00,0.044433766,2.006666667,54.93333333,10.1
2016-01-03 08:45:00,0.05227686,1.453333333,48.0,10.04
2016-01-03 09:00:00,0.062689257,2.04375,42.9375,10.0
2016-01-03 09:15:00,0.051436814,2.546666667,58.86666667,10.0
2016-01-03 09:30:00,0.041461567,2.1,55.21428571,10.0
2016-01-03 09:45:00,0.041382231,1.526666667,58.73333333,9.973333333
2016-01-03 10:00:00,0.053188603,1.633333333,57.8,9.993333333
2016-01-03 10:15:00,0.048303022,2.6,56.0,9.926666667
2016-01-03 10:30:00,0.032898163,2.53125,56.9375,10.0
2016-01-03 10:45:00,0.031857724,2.06,58.86666667,9.953333333
2016-01-03 11:00:00,0.030979867,1.557142857,59.5,9.942857143
2016-01-03 11:15:00,0.037180132,1.62,56.46666667,9.946666667
2016-01-03 11:30:00,0.036302537,2.373333333,62.26666667,9.906666667
2016-01-03 11:45:00,0.026611497,2.313333333,56.8,9.9
2016-01-03 12:00:00,0.026850308,1.4625,52.6875,9.91875
2016-01-03 12:15:00,0.032487457,1.926666667,53.93333333,9.9
2016-01-03 12:30:00,0.029688465,2.314285714,50.28571429,9.9
2016-01-03 12:45:00,0.023662419,2.066666667,56.73333333,9.933333333
2016-01-03 13:00:00,0.025868535,1.513333333,57.73333333,9.92
2016-01-03 13:15:00,0.026198665,2.146666667,58.73333333,9.953333333
2016-01-03 13:30:00,0.023484961,2.1875,56.5625,9.90625
2016-01-03 13:45:00,0.021922694,2.06,58.4,9.906666667
2016-01-03 14:00:00,0.020914568,1.707142857,59.28571429,9.907142857
2016-01-03 14:15:00,0.023933678,1.7,59.33333333,9.9
2016-01-03 14:30:00,0.023235867,2.28,56.26666667,9.9
2016-01-03 14:45:00,0.021464318,2.22,61.33333333,9.913333333
2016-01-03 15:00:00,0.019610126,1.9375,56.875,9.9375
2016-01-03 15:15:00,0.020944396,1.66,58.86666667,9.92
2016-01-03 15:30:00,0.022835866,1.928571429,51.14285714,9.9
2016-01-03 15:45:00,0.021403114,2.353333333,49.26666667,9.9
2016-01-03 16:00:00,0.020654526,1.993333333,50.53333333,9.9
2016-01-03 16:15:00,0.021475507,1.833333333,51.46666667,9.906666667
2016-01-03 16:30:00,0.023146918,1.85625,58.5625,9.91875
2016-01-03 16:45:00,0.02521434,2.086666667,57.13333333,9.92
2016-01-03 17:00:00,0.025357214,2.157142857,57.14285714,9.928571429
2016-01-03 17:15:00,0.026237634,1.82,57.2,9.966666667
2016-01-03 17:30:00,0.029063836,1.946666667,56.26666667,10.0
2016-01-03 17:45:00,0.029982508,2.06,56.93333333,10.0
2016-01-03 18:00:00,0.030834397,1.95625,57.875,10.0
2016-01-03 18:15:00,0.032719548,1.88,57.6,10.0
2016-01-03 18:30:00,0.034713553,2.157142857,56.85714286,10.0
2016-01-03 18:45:00,0.035029373,2.053333333,62.13333333,10.0
2016-01-03 19:00:00,0.036833331,1.886666667,51.66666667,10.02666667
2016-01-03 19:15:00,0.040728655,1.873333333,42.13333333,10.06666667
2016-01-03 19:30:00,0.048662817,1.89375,18.25,10.1
2016-01-03 19:45:00,0.053470464,2.146666667,19.73333333,10.1
2016-01-03 20:00:00,0.054952325,2.3,22.64285714,10.1
2016-01-03 20:15:00,0.051951648,1.993333333,20.13333333,10.1
2016-01-03 20:30:00,0.051305324,2.186666667,17.6,10.12
2016-01-03 20:45:00,0.048144158,2.113333333,18.0,10.2
2016-01-03 21:00:00,0.041060259,2.225,21.1875,10.19375
2016-01-03 21:15:00,0.037670722,1.866666667,21.66666667,10.2
2016-01-03 21:30:00,0.043317946,1.6,29.5,10.2
2016-01-03 21:45:00,0.049277744,1.906666667,27.06666667,10.2
2016-01-03 22:00:00,0.050060434,2.14,25.6,10.2
2016-01-03 22:15:00,0.044931068,2.186666667,37.06666667,10.26
2016-01-03 22:30:00,0.047697182,1.45625,45.125,10.3
2016-01-03 22:45:00,0.055816824,1.933333333,52.66666667,10.3
2016-01-03 23:00:00,0.060297705,1.907142857,46.85714286,10.3
2016-01-03 23:15:00,0.063122127,1.96,48.66666667,10.36
2016-01-03 23:30:00,0.066969214,1.893333333,42.06666667,10.4
2016-01-03 23:45:00,0.07177711,1.96,38.33333333,10.48
2016-01-04 00:00:00,0.080538312,1.975,22.1875,10.5
2016-01-04 00:15:00,0.090193241,2.16,16.2,10.56666667
2016-01-04 00:30:00,0.09535864,2.164285714,16.07142857,10.6
2016-01-04 00:45:00,0.098332577,2.12,17.33333333,10.6
2016-01-04 01:00:00,0.098793719,2.033333333,24.06666667,10.65333333
2016-01-04 01:15:00,0.097871023,2.073333333,27.26666667,10.7
2016-01-04 01:30:00,0.092721628,2.0,24.625,10.7
2016-01-04 01:45:00,0.09331982,1.833333333,20.93333333,10.7
2016-01-04 02:00:00,0.095201578,2.071428571,15.28571429,10.7
2016-01-04 02:15:00,0.090860097,2.313333333,12.53333333,10.7
2016-01-04 02:30:00,0.075574904,2.313333333,13.13333333,10.73333333
2016-01-04 02:45:00,0.07288713,1.766666667,14.2,10.78
2016-01-04 03:00:00,0.078349272,2.0,14.0625,10.8
2016-01-04 03:15:00,0.072742624,2.386666667,12.0,10.80666667
2016-01-04 03:30:00,0.065186598,1.878571429,11.64285714,10.85714286
2016-01-04 03:45:00,0.075046769,1.686666667,12.0,10.82
2016-01-04 04:00:00,0.081622123,2.0,12.53333333,10.9
2016-01-04 04:15:00,0.071098453,2.486666667,11.93333333,10.86666667
2016-01-04 04:30:00,0.06180066,1.925,12.6875,10.9
2016-01-04 04:45:00,0.073261204,1.526666667,12.93333333,10.88666667
2016-01-04 05:00:00,0.083728309,2.085714286,12.42857143,10.85
2016-01-04 05:15:00,0.072213304,2.5,13.93333333,10.9
2016-01-04 05:30:00,0.05609319,2.053333333,16.8,10.9
2016-01-04 05:45:00,0.0649357,1.406666667,18.13333333,10.9
2016-01-04 06:00:00,0.088328723,1.8375,18.4375,10.9
2016-01-04 06:15:00,0.084955618,2.4,33.13333333,10.9
2016-01-04 06:30:00,0.075039284,1.928571429,42.5,10.9
2016-01-04 06:45:00,0.090866847,1.373333333,50.26666667,10.9
2016-01-04 07:00:00,0.11181233,1.566666667,61.66666667,10.9
2016-01-04 07:15:00,0.123633551,1.906666667,61.06666667,10.90666667
2016-01-04 07:30:00,0.130350962,1.89375,68.375,11.0
2016-01-04 07:45:00,0.142922875,2.333333333,59.73333333,11.0
2016-01-04 08:00:00,0.142430356,2.114285714,47.64285714,11.0
2016-01-04 08:15:00,0.155829053,2.073333333,48.13333333,11.04
2016-01-04 08:30:00,0.175141251,1.913333333,48.6,11.1
2016-01-04 08:45:00,0.193746045,2.0,45.53333333,11.1
2016-01-04 09:00:00,0.208157491,2.05625,42.1875,11.13125
2016-01-04 09:15:00,0.223761168,1.88,44.4,11.19333333
2016-01-04 09:30:00,0.23965109,1.9,45.21428571,11.19285714
2016-01-04 09:45:00,0.253691991,1.933333333,63.86666667,11.2
2016-01-04 10:00:00,0.262642704,2.033333333,50.06666667,11.23333333
2016-01-04 10:15:00,0.270752397,1.913333333,42.6,11.2
2016-01-04 10:30:00,0.273274831,2.14375,22.6875,11.25625
2016-01-04 10:45:00,0.27008311,2.146666667,29.4,11.34666667
2016-01-04 11:00:00,0.270363041,2.014285714,31.35714286,11.4
2016-01-04 11:15:00,0.266565186,2.14,40.53333333,11.34666667
2016-01-04 11:30:00,0.26621935,2.053333333,56.53333333,11.3
2016-01-04 11:45:00,0.268045533,1.9,54.86666667,11.3
2016-01-04 12:00:00,0.278047363,1.93125,62.125,11.3
2016-01-04 12:15:00,0.275194216,2.073333333,78.73333333,11.3
2016-01-04 12:30:00,0.268651168,2.014285714,70.0,11.3
2016-01-04 12:45:00,0.258308596,2.066666667,65.06666667,11.25333333
2016-01-04 13:00:00,0.24703814,1.98,53.53333333,11.22
2016-01-04 13:15:00,0.239806091,1.946666667,66.53333333,11.3
2016-01-04 13:30:00,0.235634985,2.03125,64.125,11.2875
2016-01-04 13:45:00,0.232530035,1.893333333,56.26666667,11.2
2016-01-04 14:00:00,0.227889998,2.021428571,51.5,11.2
2016-01-04 14:15:00,0.225351057,2.113333333,51.26666667,11.2
2016-01-04 14:30:00,0.221469189,2.08,59.2,11.18666667
2016-01-04 14:45:00,0.213182884,1.986666667,59.4,11.12
2016-01-04 15:00:00,0.216580055,1.80625,55.3125,11.1
2016-01-04 15:15:00,0.221284187,1.966666667,35.8,11.03333333
2016-01-04 15:30:00,0.21341286,2.171428571,51.07142857,11.0
2016-01-04 15:45:00,0.19828361,2.26,62.46666667,11.0
2016-01-04 16:00:00,0.170592141,2.153333333,55.46666667,10.96666667
2016-01-04 16:15:00,0.154731395,2.06,51.13333333,10.9
2016-01-04 16:30:00,0.12259006,2.33125,46.375,10.9
2016-01-04 16:45:00,0.107510003,1.92,45.2,10.84
2016-01-04 17:00:00,0.10488864,1.8,44.57142857,10.79285714
2016-01-04 17:15:00,0.103187171,1.98,48.13333333,10.8
2016-01-04 17:30:00,0.103613431,2.046666667,39.06666667,10.71333333
2016-01-04 17:45:00,0.094689683,2.326666667,40.66666667,10.7
2016-01-04 18:00:00,0.081464201,2.05,65.375,10.7
2016-01-04 18:15:00,0.072995501,2.266666667,57.33333333,10.7
2016-01-04 18:30:00,0.067984706,1.907142857,56.71428571,10.7
2016-01-04 18:45:00,0.068744708,1.993333333,51.26666667,10.65333333
2016-01-04 19:00:00,0.062604344,2.013333333,53.46666667,10.58666667
2016-01-04 19:15:00,0.059964388,2.226666667,56.2,10.53333333
2016-01-04 19:30:00,0.048491371,1.99375,58.6875,10.59375
2016-01-04 19:45:00,0.048926362,1.846666667,56.66666667,10.56666667
2016-01-04 20:00:00,0.050802255,1.921428571,59.07142857,10.5
2016-01-04 20:15:00,0.047148066,2.173333333,56.46666667,10.5
2016-01-04 20:30:00,0.041505097,1.9,57.8,10.43333333
2016-01-04 20:45:00,0.044735569,1.733333333,60.46666667,10.41333333
2016-01-04 21:00:00,0.044649751,2.20625,57.375,10.40625
2016-01-04 21:15:00,0.038053319,2.266666667,56.0,10.4
2016-01-04 21:30:00,0.035532009,1.771428571,57.07142857,10.4
2016-01-04 21:45:00,0.039926717,1.64,51.33333333,10.37333333
2016-01-04 22:00:00,0.040730564,2.133333333,59.2,10.4
2016-01-04 22:15:00,0.037545293,2.14,57.53333333,10.34
2016-01-04 22:30:00,0.034005147,2.15625,53.9375,10.3
2016-01-04 22:45:00,0.031719341,1.886666667,56.8,10.3
2016-01-04 23:00:00,0.035226206,1.635714286,60.78571429,10.3
2016-01-04 23:15:00,0.037309545,2.026666667,49.53333333,10.22666667
2016-01-04 23:30:00,0.034917687,2.406666667,50.13333333,10.22666667
2016-01-04 23:45:00,0.031254922,2.053333333,55.26666667,10.28666667
2016-01-05 00:00:00,0.033201395,1.60625,59.75,10.2
2016-01-05 00:15:00,0.036790461,1.873333333,53.0,10.2
2016-01-05 00:30:00,0.036048982,2.228571429,42.57142857,10.2
2016-01-05 00:45:00,0.03242517,2.32,42.06666667,10.14
2016-01-05 01:00:00,0.029566732,1.986666667,43.8,10.2
2016-01-05 01:15:00,0.031331351,1.713333333,49.33333333,10.2
2016-01-05 01:30:00,0.032501625,1.9875,51.8125,10.2
2016-01-05 01:45:00,0.029740202,2.233333333,60.13333333,10.2
2016-01-05 02:00:00,0.028109606,1.9,57.28571429,10.2
2016-01-05 02:15:00,0.028455365,1.673333333,55.93333333,10.2
2016-01-05 02:30:00,0.030074733,2.086666667,52.66666667,10.2
2016-01-05 02:45:00,0.028488783,2.026666667,55.26666667,10.2
2016-01-05 03:00:00,0.027273632,2.1,59.4375,10.2
2016-01-05 03:15:00,0.024819192,2.12,59.06666667,10.2
2016-01-05 03:30:00,0.02539414,1.65,58.35714286,10.2
2016-01-05 03:45:00,0.026850227,2.053333333,56.6,10.2
2016-01-05 04:00:00,0.025174639,2.14,57.0,10.2
2016-01-05 04:15:00,0.023520418,2.113333333,57.8,10.2
2016-01-05 04:30:00,0.022350819,1.8875,60.4375,10.2
2016-01-05 04:45:00,0.024186025,1.773333333,55.2,10.2
2016-01-05 05:00:00,0.024728468,2.178571429,53.78571429,10.2
2016-01-05 05:15:00,0.023425806,2.2,44.46666667,10.2
2016-01-05 05:30:00,0.022905272,1.913333333,45.06666667,10.2
2016-01-05 05:45:00,0.024473528,1.733333333,44.66666667,10.3
2016-01-05 06:00:00,0.026645231,2.14375,43.9375,10.3
